Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Age_group
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,128.8,0,0,0,1,Female,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout,20-22
Single,General,4,Arts/Communication,1,Secondary Education,133.1,1,Secondary,Secondary,Elementary,Other,110.0,1,0,0,1,Female,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,20-22
Married/Union,Transfer/Change,1,Social Sciences,0,Secondary Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Agriculture/Fishery,Service/Sales,113.5,1,0,0,1,Female,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,30+
Separated/Divorced/Widower,Transfer/Change,1,Agriculture,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Agriculture/Fishery,160.0,0,0,0,1,Female,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,30+
Single,General,1,Education,1,Secondary Education,123.0,1,Basic Education,Basic Education,Elementary,Craft/Trade,117.4,1,0,0,1,Female,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,17-19
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,130.0,1,Higher Education,Secondary,Professionals,Plant/Machine,122.2,0,0,1,1,Female,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,20-22
Single,General,2,Social Sciences,1,Secondary Education,122.0,1,No Schooling/Primary,No Schooling/Primary,Clerical,Craft/Trade,118.2,1,0,0,1,Female,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,113.0,1,Secondary,Secondary,Clerical,Clerical,106.7,1,0,0,1,Female,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout,20-22
Single,General,5,Health/Medicine,1,Secondary Education,111.0,1,Higher Education,Higher Education,Clerical,Technicians,108.2,1,0,0,1,Female,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout,20-22
Single,General,2,Education,1,Secondary Education,133.1,1,Basic Education,Secondary,Elementary,Technicians,107.0,1,0,0,1,Female,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled,20-22
Single,General,1,Social Sciences,1,Secondary Education,142.0,1,No Schooling/Primary,No Schooling/Primary,Agriculture/Fishery,Craft/Trade,136.1,1,0,0,1,Female,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,2,Business/Economy,1,Secondary Education,123.0,1,Secondary,No Schooling/Primary,Clerical,Craft/Trade,115.3,1,0,0,1,Female,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,131.0,1,Basic Education,Basic Education,Elementary,Elementary,139.8,1,0,0,1,Female,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,17-19
Single,General,3,Arts/Communication,1,Secondary Education,158.0,1,Secondary,No Schooling/Primary,Clerical,Craft/Trade,157.0,1,0,0,1,Female,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,17-19
Single,General,2,Health/Medicine,1,Secondary Education,122.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,131.0,1,0,0,1,Female,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,17-19
Single,Transfer/Change,1,Health/Medicine,1,Secondary Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Service/Sales,100.0,0,0,0,1,Female,0,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,20-22
Single,General,1,Social Sciences,1,Secondary Education,154.0,1,Basic Education,No Schooling/Primary,Elementary,Craft/Trade,140.4,1,0,0,1,Female,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,20-22
Single,General,1,Business/Economy,1,Secondary Education,120.0,1,Basic Education,Basic Education,Technicians,Technicians,113.4,0,0,0,1,Female,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,20-22
Single,General,2,Engineering/Tech,1,Secondary Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Craft/Trade,137.0,0,0,0,1,Female,0,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,17-19
Single,General,1,Business/Economy,1,Secondary Education,127.0,1,Higher Education,Basic Education,Clerical,Service/Sales,121.8,0,0,0,1,Female,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,17-19
Single,General,1,Business/Economy,1,Secondary Education,133.1,1,Secondary,Secondary,Clerical,Service/Sales,131.0,1,0,0,1,Female,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,20-22
Single,General,2,Business/Economy,1,Secondary Education,120.0,1,Basic Education,Basic Education,Elementary,Craft/Trade,118.6,1,0,0,1,Female,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,137.0,1,Higher Education,Basic Education,Professionals,Elementary,122.3,0,0,0,1,Female,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,131.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,127.9,0,0,0,1,Female,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,130.0,1,Basic Education,No Schooling/Primary,Clerical,Craft/Trade,121.3,1,0,0,1,Female,0,19,0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate,17-19
Single,General,6,Health/Medicine,1,Secondary Education,122.0,1,Secondary,Secondary,Clerical,Service/Sales,117.1,1,0,0,1,Female,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,160.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,160.0,1,0,0,1,Female,0,20,0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate,20-22
Single,General,1,Education,1,Secondary Education,146.0,1,Basic Education,No Schooling/Primary,Elementary,Technicians,145.3,1,0,0,1,Female,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,17-19
Single,General,3,Social Sciences,1,Secondary Education,131.0,1,Secondary,Other,Service/Sales,Technicians,122.6,1,0,0,1,Female,0,18,0,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,17-19
Single,General,6,Health/Medicine,1,Secondary Education,132.0,1,Secondary,No Schooling/Primary,Plant/Machine,Elementary,128.0,1,0,0,1,Female,0,19,0,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate,17-19
Single,General,3,Health/Medicine,1,Secondary Education,138.0,1,Basic Education,Basic Education,Service/Sales,Plant/Machine,124.9,1,0,0,1,Female,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout,17-19
Single,General,2,Arts/Communication,1,Secondary Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,123.7,1,0,0,1,Female,0,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,17-19
Single,General,4,Business/Economy,1,Secondary Education,126.0,1,Secondary,Basic Education,Clerical,Plant/Machine,120.1,1,0,0,1,Female,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate,17-19
Single,General,6,Health/Medicine,1,Secondary Education,148.0,1,Secondary,Basic Education,Technicians,Technicians,131.7,1,0,0,1,Female,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,17-19
Single,Transfer/Change,1,Social Sciences,1,Secondary Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Craft/Trade,133.2,0,0,0,1,Female,0,20,0,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate,20-22
Single,General,1,Business/Economy,1,Secondary Education,117.0,1,Secondary,No Schooling/Primary,Technicians,Elementary,109.3,0,0,1,0,Female,1,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,120.0,1,Basic Education,Basic Education,Service/Sales,Service/Sales,113.0,1,0,0,1,Female,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate,20-22
Single,General,1,Arts/Communication,1,Secondary Education,153.0,1,Secondary,Secondary,Clerical,Craft/Trade,157.9,0,0,1,1,Female,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,17-19
Single,General,2,Health/Medicine,1,Secondary Education,117.0,1,Basic Education,Secondary,Clerical,Craft/Trade,112.1,0,0,0,1,Female,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled,20-22
Single,General,1,Health/Medicine,1,Secondary Education,178.0,1,Basic Education,Secondary,Clerical,Plant/Machine,174.7,0,0,0,1,Female,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,5,Health/Medicine,1,Secondary Education,129.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,128.8,1,0,0,1,Female,0,19,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,17-19
Single,General,6,Arts/Communication,1,Secondary Education,116.0,1,Basic Education,Secondary,Clerical,Clerical,110.1,1,0,0,1,Female,1,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate,17-19
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,99.0,1,Higher Education,Secondary,Technicians,Technicians,99.7,1,0,1,0,Female,0,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled,20-22
Single,General,3,Social Sciences,1,Secondary Education,135.0,1,Secondary,Other,Elementary,Other,121.0,1,0,0,1,Female,1,19,0,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,17-19
Single,General,3,Health/Medicine,1,Secondary Education,141.0,1,Basic Education,Basic Education,Elementary,Craft/Trade,131.7,1,0,0,1,Female,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate,17-19
Single,General,5,Education,1,Secondary Education,132.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Agriculture/Fishery,119.1,1,0,0,1,Female,1,19,0,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate,17-19
Single,General,4,Business/Economy,1,Secondary Education,132.0,1,Other,Basic Education,Elementary,Elementary,124.7,1,0,0,1,Female,0,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,113.0,1,Secondary,No Schooling/Primary,Elementary,Other,117.2,1,0,0,1,Female,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout,20-22
Single,General,1,Business/Economy,1,Secondary Education,134.0,1,Higher Education,Basic Education,Professionals,Other,128.8,0,0,0,1,Female,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,1,Health/Medicine,1,Secondary Education,136.0,1,Secondary,Basic Education,Elementary,Elementary,131.5,0,0,0,1,Female,1,20,0,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate,20-22
Single,General,1,Arts/Communication,1,Secondary Education,136.0,1,Higher Education,No Schooling/Primary,Professionals,Plant/Machine,121.7,1,0,0,1,Female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,129.0,1,Secondary,No Schooling/Primary,Clerical,Craft/Trade,123.4,0,0,0,1,Female,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate,17-19
Single,General,1,Education,1,Secondary Education,138.0,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Agriculture/Fishery,124.7,1,0,0,1,Female,0,18,0,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled,17-19
Single,General,1,Education,1,Secondary Education,137.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,132.8,1,0,0,1,Female,0,18,0,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate,17-19
Single,Transfer/Change,1,Education,1,Secondary Education,115.0,1,Higher Education,No Schooling/Primary,Professionals,Service/Sales,108.7,1,0,0,1,Female,0,21,0,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout,20-22
Single,General,1,Education,1,Secondary Education,129.0,1,No Schooling/Primary,No Schooling/Primary,Agriculture/Fishery,Agriculture/Fishery,138.1,0,0,0,1,Female,0,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,131.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,126.5,0,0,0,1,Female,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate,17-19
Single,General,2,Social Sciences,1,Secondary Education,133.0,1,Secondary,No Schooling/Primary,Craft/Trade,Elementary,127.4,1,0,0,1,Female,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate,17-19
Single,General,3,Social Sciences,1,Secondary Education,125.0,1,Basic Education,Secondary,Elementary,Other,123.6,1,0,0,1,Female,0,20,0,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate,20-22
Single,Transfer/Change,1,Social Sciences,0,Secondary Education,120.0,1,Secondary,Basic Education,Agriculture/Fishery,Plant/Machine,122.0,0,0,0,1,Female,1,24,0,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate,23-25
Single,General,1,Business/Economy,1,Secondary Education,128.0,1,Basic Education,Secondary,Clerical,Managers,118.2,0,0,0,1,Female,0,19,0,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout,17-19
Single,General,1,Health/Medicine,1,Secondary Education,127.0,1,Basic Education,No Schooling/Primary,Elementary,Craft/Trade,123.9,1,0,0,1,Female,1,18,0,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate,17-19
Single,General,2,Health/Medicine,1,Secondary Education,134.0,1,Basic Education,Basic Education,Elementary,Elementary,125.8,1,0,0,1,Female,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate,17-19
Single,General,5,Education,1,Secondary Education,132.0,1,Other,Other,Clerical,Clerical,123.3,1,0,0,1,Female,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout,20-22
Single,General,2,Business/Economy,1,Secondary Education,124.0,1,Secondary,Basic Education,Service/Sales,Clerical,124.4,0,0,0,1,Female,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,133.1,1,Basic Education,No Schooling/Primary,Craft/Trade,Craft/Trade,126.0,0,0,0,1,Female,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate,17-19
Separated/Divorced/Widower,Transfer/Change,1,Agriculture,1,Secondary Education,170.0,1,Secondary,No Schooling/Primary,Agriculture/Fishery,Agriculture/Fishery,170.0,0,0,1,1,Female,0,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled,30+
Single,General,3,Social Sciences,1,Secondary Education,125.0,1,Basic Education,Basic Education,Craft/Trade,Plant/Machine,121.5,0,0,0,1,Female,0,19,0,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate,17-19
Single,Transfer/Change,1,Health/Medicine,1,Higher Education,130.0,1,Higher Education,Higher Education,Managers,Managers,130.0,0,0,0,1,Female,0,29,0,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate,26-29
Single,Transfer/Change,1,Social Sciences,1,Secondary Education,125.0,1,Basic Education,Basic Education,Clerical,Plant/Machine,117.0,1,0,0,1,Female,0,21,0,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,130.0,1,No Schooling/Primary,Basic Education,Elementary,Craft/Trade,130.0,1,0,0,1,Female,0,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled,26-29
Single,General,2,Health/Medicine,1,Secondary Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Technicians,Other,108.0,0,0,0,1,Female,0,20,0,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate,20-22
Single,General,1,Health/Medicine,1,Secondary Education,131.0,1,Higher Education,No Schooling/Primary,Clerical,Service/Sales,132.3,1,0,0,1,Female,0,19,0,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate,17-19
Single,Transfer/Change,1,Social Sciences,0,Secondary Education,150.0,1,Basic Education,Higher Education,Clerical,Agriculture/Fishery,148.0,0,0,0,1,Female,0,26,0,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate,26-29
Single,General,2,Business/Economy,1,Secondary Education,125.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Plant/Machine,122.6,1,0,1,0,Female,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout,20-22
Single,General,1,Business/Economy,1,Secondary Education,131.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,123.0,1,0,0,1,Female,1,18,0,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled,17-19
Single,Transfer/Change,1,Education,1,Secondary Education,130.0,1,No Schooling/Primary,Basic Education,Elementary,Service/Sales,102.5,0,0,0,1,Female,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate,26-29
Single,General,2,Health/Medicine,1,Secondary Education,123.0,1,Other,Other,Unknown,Unknown,113.3,1,0,0,1,Female,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout,20-22
Single,General,5,Education,1,Secondary Education,141.0,1,No Schooling/Primary,Basic Education,Elementary,Service/Sales,133.0,1,0,0,1,Female,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout,17-19
Single,Other,1,Health/Medicine,1,Higher Education,140.0,1,Secondary,Secondary,Elementary,Service/Sales,140.0,0,0,0,1,Female,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout,30+
Single,Transfer/Change,1,Education,1,Secondary Education,140.0,1,Higher Education,Secondary,Technicians,Technicians,128.3,1,0,0,1,Female,0,35,0,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,Graduate,30+
Single,Transfer/Change,1,Business/Economy,0,Higher Education,140.0,1,No Schooling/Primary,Basic Education,Elementary,Plant/Machine,140.0,0,0,0,1,Female,1,26,0,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,Enrolled,26-29
Single,Transfer/Change,1,Arts/Communication,1,Basic Education,133.1,1,Basic Education,Basic Education,Technicians,Clerical,104.0,0,0,1,0,Female,0,27,0,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,26-29
Single,General,3,Arts/Communication,1,Secondary Education,131.0,1,Secondary,No Schooling/Primary,Service/Sales,Service/Sales,122.3,1,0,0,0,Female,0,19,0,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,17-19
Single,General,2,Business/Economy,1,Secondary Education,143.0,1,Secondary,Basic Education,Clerical,Agriculture/Fishery,135.0,0,0,0,1,Female,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,20-22
Single,General,2,Business/Economy,1,Secondary Education,132.0,1,Higher Education,Higher Education,Service/Sales,Craft/Trade,119.1,1,0,1,0,Female,0,20,0,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Dropout,20-22
Single,Transfer/Change,1,Social Sciences,1,Secondary Education,143.0,1,Secondary,No Schooling/Primary,Service/Sales,Elementary,126.6,0,0,1,0,Female,0,21,0,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Enrolled,20-22
Single,General,3,Health/Medicine,1,Secondary Education,141.0,1,No Schooling/Primary,Secondary,Elementary,Clerical,129.0,1,0,0,1,Female,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,133.1,1,Secondary,Basic Education,Elementary,Elementary,162.3,1,0,0,1,Female,0,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,23-25
Single,General,4,Arts/Communication,1,Secondary Education,148.0,1,Secondary,Higher Education,Clerical,Managers,163.4,1,0,0,1,Female,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate,20-22
Single,General,1,Business/Economy,1,Secondary Education,125.0,1,Basic Education,No Schooling/Primary,Elementary,Plant/Machine,121.5,0,0,0,1,Female,1,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate,20-22
Single,General,1,Social Sciences,0,Secondary Education,120.0,1,Secondary,No Schooling/Primary,Craft/Trade,Technicians,122.8,0,0,0,1,Female,0,23,0,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Enrolled,23-25
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,140.0,1,Other,Higher Education,Clerical,Technicians,118.0,1,0,0,1,Female,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,23-25
Single,Transfer/Change,1,Education,1,Secondary Education,139.0,1,Secondary,Secondary,Clerical,Other,134.0,0,0,0,1,Female,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,20-22
Single,General,4,Health/Medicine,1,Secondary Education,142.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Plant/Machine,129.8,1,0,0,1,Female,0,18,0,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate,17-19
Single,Transfer/Change,1,Business/Economy,0,Higher Education,130.0,1,Basic Education,Secondary,Technicians,Clerical,152.0,1,0,0,1,Female,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,26-29
Single,General,6,Health/Medicine,1,Secondary Education,126.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Service/Sales,122.8,1,0,0,1,Female,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate,17-19
Single,Other,1,Engineering/Tech,1,Higher Education,150.0,1,Higher Education,Higher Education,Professionals,Professionals,150.0,0,0,0,1,Female,0,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,30+
Single,General,1,Education,1,Secondary Education,130.0,1,Basic Education,Basic Education,Technicians,Plant/Machine,131.8,0,0,0,1,Female,0,18,0,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,Graduate,17-19
Single,Transfer/Change,1,Health/Medicine,1,Secondary Education,120.0,1,Secondary,Higher Education,Craft/Trade,Other,105.9,0,0,0,1,Female,0,35,0,0,3,4,3,11.816666666666668,0,0,3,3,3,11.333333333333334,0,11.1,0.6,2.02,Enrolled,30+
Single,General,1,Engineering/Tech,1,Secondary Education,138.0,1,Secondary,Secondary,Clerical,Craft/Trade,132.1,1,0,0,1,Female,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,10.8,1.4,1.74,Graduate,17-19
Single,General,4,Social Sciences,1,Secondary Education,127.0,1,Basic Education,Basic Education,Clerical,Other,127.4,1,0,0,1,Female,0,20,0,0,6,8,6,11.166666666666666,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,Graduate,20-22
Single,General,4,Health/Medicine,1,Secondary Education,140.0,1,Basic Education,Basic Education,Craft/Trade,Craft/Trade,129.5,1,0,0,1,Female,0,18,0,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,Graduate,17-19
